Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,No,Travel_Frequently,Research & Development,16,4,Medical,1,1138,3,Male,95,2,1,Healthcare Representative,4,Divorced,7290,24234,6,Y,No,23,3,4,80,2,4,5,3,1,1,0,1
27,No,Travel_Rarely,Research & Development,4,1,Technical Degree,1,1139,4,Male,82,3,2,Research Scientist,4,Married,14874,9537,5,Y,No,18,3,4,80,3,6,1,3,2,2,0,2
36,Yes,Travel_Rarely,Research & Development,22,2,Life Sciences,1,1140,1,Female,99,3,5,Healthcare Representative,1,Single,8901,18969,2,Y,No,24,4,2,80,3,3,4,1,1,1,0,1
51,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,1141,4,Female,34,1,3,Healthcare Representative,2,Married,9248,8535,3,Y,Yes,12,3,4,80,0,2,3,3,1,1,0,1
50,No,Travel_Rarely,Human Resources,28,3,Life Sciences,1,1142,3,Female,49,3,3,Human Resources,3,Divorced,7536,10070,1,Y,Yes,12,4,2,80,2,20,3,3,20,1,1,5
40,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,1143,3,Male,41,2,5,Sales Executive,2,Married,7243,22631,1,Y,Yes,22,3,3,80,0,7,4,2,4,1,1,0
45,No,Travel_Rarely,Sales,12,1,Life Sciences,1,1144,3,Female,37,3,3,Sales Representative,3,Married,1669,4043,6,Y,No,25,3,1,80,0,10,2,3,10,3,3,0
49,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1145,4,Male,87,3,1,Manufacturing Director,3,Married,4551,23971,3,Y,No,18,3,4,80,0,9,2,3,7,6,0,0
24,No,Travel_Rarely,Sales,14,3,Life Sciences,1,1146,1,Female,78,2,2,Sales Representative,4,Single,6668,5227,3,Y,Yes,16,3,4,80,0,8,2,3,7,4,1,6
46,No,Travel_Rarely,Research & Development,12,1,Technical Degree,1,1147,2,Male,93,2,5,Laboratory Technician,4,Divorced,6760,13803,2,Y,Yes,18,3,2,80,1,3,3,2,0,0,0,0
25,No,Travel_Rarely,Research & Development,28,3,Medical,1,1148,4,Male,79,3,2,Healthcare Representative,3,Divorced,10540,4228,2,Y,No,24,3,3,80,0,3,5,3,1,1,1,1
18,No,Travel_Rarely,Human Resources,21,3,Medical,1,1149,4,Female,68,3,1,Human Resources,3,Divorced,2645,2704,4,Y,Yes,19,3,2,80,3,11,5,2,10,4,4,5
20,No,Travel_Rarely,Research & Development,16,2,Medical,1,1150,1,Male,69,3,2,Manufacturing Director,2,Married,7075,9660,1,Y,No,19,3,1,80,1,27,3,4,24,2,2,0
41,No,Travel_Rarely,Human Resources,16,2,Life Sciences,1,1151,3,Male,60,3,3,Human Resources,3,Married,2594,24595,5,Y,No,21,3,3,80,2,4,5,2,2,2,0,2
40,No,Travel_Rarely,Sales,22,3,Life Sciences,1,1152,3,Male,32,3,5,Sales Representative,3,Single,4328,23219,1,Y,No,16,4,3,80,1,2,6,3,2,2,0,2
25,No,Non-Travel,Research & Development,12,3,Medical,1,1153,2,Female,59,3,2,Manufacturing Director,1,Married,4735,4655,2,Y,No,18,3,1,80,1,8,4,3,4,3,0,4
54,No,Travel_Frequently,Sales,2,4,Medical,1,1154,2,Male,58,3,2,Sales Representative,2,Married,8246,25523,4,Y,Yes,25,3,3,80,0,31,2,3,28,27,0,0
20,No,Travel_Rarely,Research & Development,23,3,Marketing,1,1155,3,Male,99,3,4,Healthcare Representative,2,Divorced,7684,2922,2,Y,No,12,3,3,80,1,3,3,2,2,2,0,2
50,No,Travel_Rarely,Research & Development,24,2,Medical,1,1156,2,Female,85,3,2,Manufacturing Director,4,Divorced,5282,20173,3,Y,No,18,3,3,80,0,4,5,3,3,3,0,1
45,No,Travel_Frequently,Sales,29,5,Marketing,1,1157,4,Male,95,2,1,Sales Representative,2,Divorced,1351,12490,4,Y,No,13,3,2,80,0,19,3,3,15,14,0,2
25,No,Travel_Rarely,Research & Development,14,4,Marketing,1,1158,4,Male,92,3,5,Laboratory Technician,2,Divorced,6418,12559,4,Y,No,24,4,1,80,0,4,4,3,0,0,0,0
51,No,Travel_Rarely,Sales,11,1,Human Resources,1,1159,2,Male,59,3,2,Sales Executive,2,Divorced,4185,13166,1,Y,No,11,3,2,80,1,2,1,3,0,0,0,0
52,No,Travel_Frequently,Sales,9,4,Life Sciences,1,1160,2,Female,82,3,2,Sales Executive,3,Single,11328,24252,0,Y,No,17,3,3,80,0,10,2,3,6,1,1,6
49,Yes,Travel_Frequently,Research & Development,22,2,Medical,1,1161,2,Male,75,3,3,Manufacturing Director,1,Divorced,9819,5559,3,Y,Yes,11,3,3,80,0,19,2,4,16,7,0,3
41,No,Travel_Rarely,Sales,7,1,Medical,1,1162,3,Female,38,3,1,Sales Representative,4,Married,2799,18743,3,Y,No,24,3,4,80,0,5,2,2,1,1,0,1
31,No,Travel_Rarely,Sales,29,2,Human Resources,1,1163,3,Male,36,3,5,Sales Executive,4,Married,6969,3383,3,Y,No,21,3,2,80,0,7,5,1,4,4,1,1
49,No,Travel_Rarely,Research & Development,12,2,Life Sciences,1,1164,2,Female,92,2,2,Research Scientist,3,Single,7052,7505,2,Y,No,11,4,3,80,1,4,2,3,4,3,1,2
60,No,Travel_Frequently,Research & Development,29,4,Medical,1,1165,3,Female,76,3,2,Laboratory Technician,3,Married,6751,18950,1,Y,No,11,3,1,80,1,8,3,2,4,4,0,2
33,No,Travel_Frequently,Sales,17,4,Life Sciences,1,1166,2,Male,73,3,1,Sales Executive,1,Married,6246,8636,3,Y,No,14,3,2,80,3,6,1,4,6,5,3,1
21,No,Travel_Frequently,Research & Development,9,5,Medical,1,1167,2,Male,78,3,2,Research Scientist,2,Married,7173,23670,2,Y,No,23,3,3,80,0,5,2,3,4,3,0,4
54,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,1168,1,Female,91,2,3,Laboratory Technician,4,Married,12099,12861,2,Y,Yes,24,3,4,80,0,8,2,3,4,2,0,4
38,Yes,Travel_Rarely,Sales,12,3,Life Sciences,1,1169,1,Male,88,1,3,Sales Executive,1,Divorced,3530,3990,3,Y,No,22,3,4,80,0,5,6,2,4,3,1,2
31,No,Travel_Rarely,Research & Development,20,4,Medical,1,1170,2,Female,42,4,5,Healthcare Representative,2,Divorced,2854,21632,0,Y,Yes,25,3,4,80,2,6,4,2,6,2,0,5
48,No,Non-Travel,Research & Development,10,5,Life Sciences,1,1171,2,Male,59,3,2,Manufacturing Director,3,Married,7860,24795,5,Y,No,23,4,1,80,0,6,3,3,5,4,1,2
35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1172,4,Female,72,3,3,Research Scientist,2,Married,1587,13785,0,Y,No,24,3,3,80,0,13,5,4,13,7,0,0
24,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1173,4,Male,80,3,2,Healthcare Representative,4,Single,7276,20089,1,Y,Yes,22,3,4,80,0,2,5,4,0,0,0,0
27,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1174,2,Female,37,2,3,Sales Executive,1,Married,6543,24912,3,Y,No,14,3,3,80,0,12,2,2,12,7,4,3
24,No,Travel_Frequently,Research & Development,2,2,Human Resources,1,1175,2,Male,66,3,3,Healthcare Representative,4,Single,1203,22954,3,Y,No,24,3,4,80,0,15,2,2,13,2,0,13
50,No,Non-Travel,Human Resources,19,4,Medical,1,1176,2,Male,93,3,2,Human Resources,3,Divorced,3354,26855,1,Y,No,20,3,1,80,1,3,2,2,2,1,1,0
40,No,Travel_Frequently,Sales,1,4,Technical Degree,1,1177,2,Male,68,3,2,Sales Executive,4,Married,12652,15410,2,Y,No,21,4,4,80,1,4,0,3,4,1,0,2
38,No,Non-Travel,Sales,16,4,Medical,1,1178,3,Male,37,2,1,Sales Executive,2,Single,2050,14291,0,Y,No,16,3,2,80,0,6,2,3,4,1,1,0
36,No,Travel_Frequently,Human Resources,16,2,Other,1,1179,3,Male,91,4,2,Human Resources,3,Married,5583,5427,2,Y,Yes,22,4,3,80,1,1,2,1,1,1,0,0
36,No,Travel_Rarely,Research & Development,18,3,Medical,1,1180,2,Male,68,3,5,Healthcare Representative,4,Married,2689,20704,2,Y,Yes,20,3,4,80,0,6,0,2,3,2,2,3
53,No,Travel_Rarely,Research & Development,18,3,Medical,1,1181,1,Female,43,2,1,Healthcare Representative,3,Married,3211,5307,4,Y,Yes,22,4,2,80,1,3,5,3,0,0,0,0
46,Yes,Travel_Rarely,Research & Development,23,2,Medical,1,1182,1,Male,81,3,1,Manufacturing Director,2,Single,15518,22493,4,Y,No,13,3,4,80,2,3,4,4,2,2,0,2
35,No,Travel_Frequently,Research & Development,26,3,Marketing,1,1183,1,Female,86,3,1,Manufacturing Director,3,Divorced,5292,19769,1,Y,Yes,25,3,1,80,2,14,2,3,11,2,0,2
19,No,Travel_Rarely,Research & Development,13,2,Medical,1,1184,3,Male,50,3,3,Research Scientist,4,Single,6702,12959,2,Y,No,20,3,2,80,0,6,4,2,2,1,1,0
18,No,Travel_Rarely,Sales,22,3,Life Sciences,1,1185,2,Male,52,3,2,Sales Representative,3,Single,4594,4611,2,Y,No,16,4,4,80,1,13,4,3,11,6,4,2
22,No,Travel_Frequently,Sales,12,3,Life Sciences,1,1186,3,Male,33,3,1,Sales Representative,4,Single,1980,13334,1,Y,No,23,3,1,80,3,9,2,3,5,3,1,0
37,No,Travel_Rarely,Research & Development,9,3,Medical,1,1187,3,Female,72,2,2,Manufacturing Director,2,Married,2414,26527,1,Y,No,17,3,3,80,1,17,3,1,14,14,1,7
28,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,1188,4,Female,40,3,3,Manufacturing Director,3,Single,9967,15473,5,Y,No,21,3,4,80,0,6,2,2,5,1,1,0
59,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1189,4,Male,48,2,2,Manufacturing Director,4,Single,5386,4248,3,Y,No,11,3,4,80,1,4,1,3,0,0,0,0
19,No,Travel_Rarely,Human Resources,13,2,Life Sciences,1,1190,4,Female,94,2,3,Human Resources,3,Married,3095,17000,1,Y,Yes,24,3,4,80,1,8,3,2,7,1,1,3
20,Yes,Travel_Rarely,Research & Development,16,2,Medical,1,1191,1,Male,31,3,2,Healthcare Representative,4,Married,4850,26082,1,Y,Yes,24,3,4,80,0,0,2,2,0,0,0,0
40,No,Travel_Rarely,Sales,28,1,Technical Degree,1,1192,3,Male,78,3,2,Sales Executive,4,Single,7309,21580,1,Y,No,16,3,4,80,0,8,1,3,4,4,2,4
29,No,Non-Travel,Research & Development,10,2,Life Sciences,1,1193,4,Male,98,2,1,Laboratory Technician,3,Single,6455,22096,3,Y,Yes,20,3,4,80,1,18,3,3,18,8,0,1
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1194,1,Male,63,3,1,Healthcare Representative,1,Married,3096,22321,1,Y,Yes,11,3,3,80,1,5,5,3,1,1,1,0
22,No,Travel_Rarely,Sales,14,4,Technical Degree,1,1195,3,Male,33,3,2,Sales Executive,1,Single,1909,18998,2,Y,No,17,4,2,80,3,5,4,3,3,2,1,3
54,No,Travel_Rarely,Research & Development,25,2,Medical,1,1196,4,Female,68,3,2,Healthcare Representative,4,Married,3849,20122,3,Y,Yes,25,3,4,80,0,10,4,3,9,1,1,6
55,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1197,3,Male,78,2,3,Healthcare Representative,4,Single,9560,2748,3,Y,No,20,3,2,80,1,14,4,3,14,5,2,1
47,No,Travel_Rarely,Human Resources,28,4,Technical Degree,1,1198,1,Female,32,2,1,Human Resources,2,Single,8206,2135,2,Y,Yes,15,4,1,80,0,10,4,1,7,4,4,2
26,Yes,Travel_Rarely,Sales,25,3,Medical,1,1199,1,Male,55,3,1,Sales Executive,1,Married,6287,17026,5,Y,No,20,3,4,80,3,6,0,4,2,1,1,0
51,No,Travel_Frequently,Sales,19,4,Medical,1,1200,2,Male,70,4,4,Sales Executive,1,Single,4435,13197,4,Y,No,24,3,4,80,0,7,5,2,7,7,1,0
52,No,Travel_Rarely,Research & Development,11,4,Human Resources,1,1201,1,Female,94,2,2,Manufacturing Director,4,Single,3604,22262,3,Y,No,14,3,3,80,0,6,4,3,2,1,0,2
39,No,Travel_Rarely,Research & Development,19,3,Human Resources,1,1202,3,Female,45,3,3,Manufacturing Director,2,Married,4485,22429,0,Y,No,11,3,2,80,0,12,2,3,8,3,1,0
41,No,Travel_Rarely,Research & Development,28,2,Life Sciences,1,1203,3,Female,87,4,4,Research Scientist,3,Divorced,7856,15229,2,Y,No,19,3,3,80,1,25,3,3,21,19,4,0
34,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1204,2,Male,64,2,2,Manufacturing Director,3,Married,9010,23898,2,Y,Yes,25,3,3,80,0,8,3,4,8,4,0,1
27,No,Non-Travel,Research & Development,14,1,Life Sciences,1,1205,4,Female,45,3,3,Manufacturing Director,4,Divorced,4200,3607,2,Y,No,17,3,3,80,1,13,1,3,13,2,1,2
47,No,Travel_Rarely,Sales,15,2,Life Sciences,1,1206,3,Female,62,4,2,Sales Representative,3,Divorced,19999,23244,1,Y,No,12,3,3,80,1,4,2,3,0,0,0,0
40,No,Travel_Frequently,Research & Development,25,2,Life Sciences,1,1207,1,Male,60,2,1,Research Scientist,3,Divorced,5194,22214,6,Y,No,14,3,2,80,0,11,0,3,8,7,0,2
49,No,Travel_Rarely,Sales,7,4,Life Sciences,1,1208,4,Male,51,1,2,Sales Executive,1,Married,3991,11566,4,Y,No,14,3,3,80,0,13,4,4,12,7,2,10
34,No,Travel_Rarely,Research & Development,15,3,Human Resources,1,1209,4,Male,90,4,2,Manufacturing Director,3,Married,11913,7018,2,Y,Yes,18,3,4,80,0,4,0,4,0,0,0,0
34,No,Travel_Frequently,Sales,27,1,Other,1,1210,3,Male,93,3,2,Sales Executive,4,Married,1446,9986,2,Y,No,12,4,4,80,0,17,2,4,14,5,1,3
31,No,Non-Travel,Research & Development,24,3,Medical,1,1211,4,Male,99,1,2,Research Scientist,4,Single,6555,10505,5,Y,No,21,4,1,80,1,3,1,3,2,1,1,2
26,No,Travel_Rarely,Sales,23,3,Medical,1,1212,4,Female,64,3,2,Sales Executive,2,Married,4704,22487,4,Y,Yes,15,3,3,80,1,11,4,3,7,2,0,1
57,No,Travel_Rarely,Research & Development,25,3,Life Sciences,1,1213,4,Male,68,2,1,Healthcare Representative,1,Divorced,11718,23437,6,Y,No,20,4,1,80,0,12,5,2,11,3,0,0
19,No,Non-Travel,Sales,8,2,Life Sciences,1,1214,3,Female,32,4,1,Sales Executive,1,Married,7065,14093,1,Y,Yes,18,3,4,80,1,11,3,3,7,3,3,0
42,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1215,4,Female,42,2,1,Healthcare Representative,2,Married,5342,3723,1,Y,Yes,16,4,2,80,0,0,1,4,0,0,0,0
56,No,Travel_Rarely,Sales,18,5,Marketing,1,1216,4,Male,43,3,1,Sales Executive,4,Married,7314,25704,3,Y,Yes,14,3,4,80,1,10,3,3,6,4,0,3
26,No,Non-Travel,Research & Development,14,1,Life Sciences,1,1217,4,Male,70,3,2,Laboratory Technician,1,Married,2608,5343,1,Y,Yes,15,3,4,80,3,9,4,4,5,2,2,1
39,No,Travel_Rarely,Research & Development,29,2,Technical Degree,1,1218,1,Male,37,3,3,Laboratory Technician,3,Married,8778,18938,4,Y,No,12,3,3,80,0,20,3,3,16,8,4,7
60,No,Travel_Frequently,Research & Development,27,2,Medical,1,1219,3,Female,48,4,1,Healthcare Representative,2,Married,2193,18767,2,Y,Yes,15,3,2,80,1,7,4,2,3,3,2,3
21,Yes,Travel_Rarely,Research & Development,21,2,Life Sciences,1,1220,3,Female,43,3,4,Manufacturing Director,1,Married,6094,11421,3,Y,No,13,3,4,80,1,5,2,2,2,1,1,1
43,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,1221,2,Male,79,4,3,Manufacturing Director,3,Married,5020,2317,4,Y,No,22,3,2,80,0,11,1,3,9,5,0,5
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,1222,4,Female,90,3,2,Manufacturing Director,2,Divorced,1706,4539,2,Y,Yes,13,3,2,80,1,6,1,2,3,2,0,1
51,No,Travel_Rarely,Human Resources,28,4,Other,1,1223,2,Male,65,3,3,Human Resources,2,Divorced,5122,25805,2,Y,No,17,3,2,80,1,10,5,3,7,7,3,4
40,No,Travel_Rarely,Research & Development,2,2,Marketing,1,1224,2,Female,96,3,2,Research Scientist,4,Single,5820,18931,3,Y,No,13,3,3,80,0,7,3,4,7,7,1,0
54,No,Travel_Frequently,Sales,21,3,Life Sciences,1,1225,4,Male,74,4,1,Sales Executive,3,Divorced,3317,14744,4,Y,No,14,3,2,80,1,19,4,3,15,6,0,4
28,No,Travel_Frequently,Research & Development,6,3,Medical,1,1226,3,Male,36,3,4,Research Scientist,1,Married,2677,4140,0,Y,Yes,17,3,4,80,1,9,5,3,6,4,1,1
23,No,Travel_Rarely,Sales,11,3,Life Sciences,1,1227,1,Male,51,1,1,Sales Representative,4,Single,6603,8005,2,Y,No,24,3,2,80,2,5,4,1,4,2,2,3
35,No,Travel_Rarely,Research & Development,1,3,Human Resources,1,1228,3,Male,38,2,5,Laboratory Technician,3,Married,6108,14384,1,Y,No,13,3,4,80,1,5,2,3,1,1,0,0
38,No,Travel_Frequently,Sales,15,2,Marketing,1,1229,3,Male,89,4,2,Sales Representative,4,Single,5631,14974,4,Y,Yes,20,3,1,80,0,0,0,3,0,0,0,0
59,No,Travel_Rarely,Research & Development,12,3,Medical,1,1230,1,Female,71,3,2,Manufacturing Director,1,Single,4940,14161,5,Y,Yes,20,3,2,80,1,1,5,3,1,1,0,0
53,No,Travel_Rarely,Sales,24,3,Medical,1,1231,4,Male,88,3,2,Sales Executive,1,Married,3498,7573,0,Y,No,23,4,2,80,1,2,6,2,1,1,0,0
58,No,Travel_Rarely,Research & Development,18,4,Medical,1,1232,3,Female,69,3,2,Healthcare Representative,1,Married,19212,16358,2,Y,Yes,12,3,4,80,1,7,3,3,7,4,2,0
55,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1233,3,Male,58,3,1,Research Scientist,1,Married,4109,5480,2,Y,No,20,3,1,80,2,13,5,2,9,4,0,0
51,No,Travel_Frequently,Research & Development,11,2,Life Sciences,1,1234,3,Female,84,2,2,Research Scientist,3,Married,2924,23179,2,Y,No,17,3,4,80,2,7,2,4,5,4,0,5
34,No,Travel_Rarely,Sales,24,1,Life Sciences,1,1235,3,Female,93,2,3,Sales Executive,4,Married,5077,23302,2,Y,No,25,3,2,80,0,14,1,2,12,9,4,12
54,No,Travel_Rarely,Research & Development,21,4,Other,1,1236,2,Female,71,3,2,Laboratory Technician,3,Married,4409,8259,3,Y,No,15,3,4,80,0,36,3,1,33,4,2,6
42,Yes,Non-Travel,Research & Development,19,3,Medical,1,1237,2,Male,58,2,1,Laboratory Technician,2,Divorced,4052,20946,2,Y,Yes,11,4,2,80,1,12,4,1,12,4,1,7
55,No,Travel_Frequently,Research & Development,22,4,Life Sciences,1,1238,3,Male,50,3,2,Manufacturing Director,3,Married,15131,24568,2,Y,Yes,22,3,2,80,1,12,3,3,8,2,0,0
29,No,Travel_Rarely,Sales,1,1,Other,1,1239,4,Female,92,2,4,Sales Representative,1,Single,2495,7868,0,Y,No,20,3,4,80,1,6,3,3,5,4,0,0
40,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,1240,1,Male,92,3,2,Healthcare Representative,3,Single,5026,20793,3,Y,No,23,3,2,80,0,5,0,3,4,3,1,3
59,No,Non-Travel,Research & Development,8,3,Life Sciences,1,1241,3,Male,67,1,2,Manufacturing Director,3,Married,2597,22403,2,Y,No,18,3,3,80,0,4,2,3,0,0,0,0
39,No,Travel_Rarely,Sales,23,4,Life Sciences,1,1242,4,Male,95,2,5,Sales Executive,4,Married,3552,17044,2,Y,Yes,13,3,1,80,0,7,5,3,3,1,1,3
38,No,Travel_Rarely,Sales,16,1,Medical,1,1243,1,Female,41,2,2,Sales Representative,4,Single,13928,12901,3,Y,Yes,21,4,4,80,1,17,1,3,16,5,1,1
44,No,Travel_Rarely,Research & Development,26,2,Medical,1,1244,1,Female,62,3,2,Healthcare Representative,2,Single,5818,19216,2,Y,Yes,17,3,3,80,0,11,4,3,11,8,1,0
48,No,Travel_Rarely,Human Resources,26,3,Medical,1,1245,2,Female,30,2,4,Human Resources,3,Married,5776,7319,1,Y,No,16,3,1,80,1,4,4,1,1,1,0,0
23,No,Non-Travel,Sales,11,4,Marketing,1,1246,3,Male,97,2,3,Sales Executive,4,Married,2797,6845,3,Y,Yes,20,3,4,80,3,7,4,3,4,4,0,1
44,No,Travel_Rarely,Research & Development,27,4,Life Sciences,1,1247,1,Male,57,3,2,Research Scientist,4,Married,3809,26274,0,Y,No,22,4,1,80,0,14,6,3,11,5,5,5
57,No,Travel_Rarely,Sales,19,5,Technical Degree,1,1248,2,Female,91,2,1,Sales Executive,3,Divorced,14674,4312,2,Y,No,23,3,3,80,0,4,2,3,0,0,0,0
51,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,1249,3,Male,88,2,3,Laboratory Technician,4,Divorced,6631,16763,0,Y,No,25,4,3,80,0,4,3,3,3,2,1,3
29,No,Travel_Rarely,Research & Development,11,1,Technical Degree,1,1250,3,Male,78,3,1,Laboratory Technician,1,Married,4008,17471,3,Y,No,24,3,4,80,0,14,2,2,13,10,3,11
24,No,Travel_Rarely,Sales,15,1,Medical,1,1251,2,Male,74,4,4,Sales Executive,4,Married,6401,10009,2,Y,Yes,16,4,2,80,0,4,2,2,3,3,2,3
27,Yes,Travel_Rarely,Research & Development,8,2,Marketing,1,1252,2,Male,35,3,1,Manufacturing Director,1,Divorced,5770,25021,3,Y,No,23,4,3,80,1,1,3,4,0,0,0,0
34,No,Travel_Rarely,Research & Development,14,3,Medical,1,1253,4,Male,49,3,2,Research Scientist,3,Married,2970,13525,0,Y,No,25,4,3,80,1,6,2,2,5,2,0,0
43,No,Travel_Rarely,Human Resources,1,4,Medical,1,1254,4,Male,45,4,1,Human Resources,4,Single,3939,9200,5,Y,No,25,3,3,80,0,15,5,2,13,13,0,13
38,No,Travel_Rarely,Sales,10,4,Life Sciences,1,1255,4,Male,41,2,3,Sales Executive,2,Single,19010,2968,2,Y,No,23,3,3,80,1,10,3,2,6,5,1,1
45,Yes,Travel_Rarely,Sales,7,2,Technical Degree,1,1256,3,Male,81,3,4,Sales Representative,3,Married,6217,17387,0,Y,No,18,3,2,80,2,5,2,3,1,1,1,1
19,No,Travel_Rarely,Human Resources,18,3,Life Sciences,1,1257,2,Female,49,3,3,Human Resources,2,Divorced,1917,10620,8,Y,Yes,23,3,3,80,0,5,1,2,3,2,2,0
60,No,Travel_Rarely,Sales,12,4,Life Sciences,1,1258,2,Male,87,3,5,Sales Executive,4,Single,6675,8081,5,Y,Yes,23,3,3,80,2,7,2,3,4,3,3,2
18,No,Travel_Rarely,Research & Development,2,3,Medical,1,1259,1,Male,74,3,1,Manufacturing Director,4,Single,10741,3272,1,Y,No,22,3,3,80,0,6,3,3,6,1,1,0
53,No,Travel_Rarely,Sales,18,1,Marketing,1,1260,1,Female,31,3,1,Sales Representative,4,Divorced,2856,19107,1,Y,No,23,4,1,80,0,13,4,4,9,9,4,0
43,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1261,3,Female,63,3,4,Manufacturing Director,3,Divorced,3736,8613,3,Y,Yes,25,3,2,80,1,4,3,1,0,0,0,0
46,No,Non-Travel,Sales,21,3,Other,1,1262,2,Male,55,3,4,Sales Representative,4,Single,11757,8108,3,Y,No,14,3,2,80,0,17,1,3,15,6,0,6
38,No,Travel_Rarely,Research & Development,7,3,Human Resources,1,1263,2,Female,62,2,4,Healthcare Representative,3,Married,5018,2174,3,Y,No,14,3,2,80,0,4,2,3,0,0,0,0
28,No,Travel_Rarely,Research & Development,20,3,Medical,1,1264,4,Male,71,2,3,Laboratory Technician,3,Married,4510,3003,1,Y,Yes,22,3,1,80,0,7,2,3,3,3,1,2
57,No,Travel_Rarely,Sales,27,1,Medical,1,1265,2,Male,94,2,2,Sales Executive,4,Married,2204,10735,4,Y,No,13,3,3,80,2,3,3,3,0,0,0,0
28,No,Travel_Frequently,Research & Development,12,5,Marketing,1,1266,1,Male,37,2,1,Healthcare Representative,2,Divorced,9342,5164,4,Y,No,11,3,4,80,0,5,2,3,3,2,0,1
53,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1,1267,1,Male,94,3,4,Manufacturing Director,1,Single,4389,7523,4,Y,Yes,24,3,1,80,1,9,2,2,5,4,3,5
56,No,Travel_Frequently,Sales,25,3,Medical,1,1268,3,Female,39,3,2,Sales Representative,1,Single,1335,22556,4,Y,No,20,3,4,80,1,6,2,3,5,3,3,2
57,Yes,Travel_Rarely,Research & Development,14,4,Other,1,1269,3,Male,61,4,2,Laboratory Technician,1,Single,1912,20457,2,Y,No,13,3,4,80,0,3,3,3,1,1,1,1
52,No,Travel_Rarely,Research & Development,10,2,Human Resources,1,1270,2,Male,80,2,3,Healthcare Representative,4,Single,3508,6869,1,Y,No,25,3,1,80,0,10,3,2,7,3,1,7
51,No,Travel_Frequently,Sales,9,2,Other,1,1271,3,Female,86,2,2,Sales Executive,3,Single,2581,25306,2,Y,No,11,3,2,80,0,0,4,3,0,0,0,0
41,No,Travel_Frequently,Sales,23,4,Life Sciences,1,1272,4,Male,69,3,4,Sales Executive,4,Single,2836,17808,0,Y,No,16,4,3,80,0,14,3,3,10,8,0,2
39,No,Travel_Rarely,Human Resources,15,2,Life Sciences,1,1273,4,Female,95,3,1,Human Resources,3,Married,19999,2823,5,Y,No,18,3,2,80,0,21,3,2,20,15,0,9
22,Yes,Travel_Rarely,Research & Development,26,4,Life Sciences,1,1274,4,Female,60,3,3,Healthcare Representative,2,Single,7513,13297,0,Y,No,13,3,4,80,0,3,2,1,2,2,2,2
50,No,Travel_Frequently,Research & Development,20,2,Medical,1,1275,4,Male,92,3,3,Research Scientist,2,Divorced,1046,9999,5,Y,No,24,3,2,80,0,5,0,2,5,4,2,5
53,No,Travel_Rarely,Sales,24,1,Life Sciences,1,1276,3,Female,97,2,2,Sales Representative,4,Married,4070,21498,1,Y,Yes,22,4,2,80,0,5,3,3,3,2,1,3
37,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1277,2,Male,85,3,2,Laboratory Technician,3,Married,4657,11299,3,Y,Yes,14,4,1,80,1,3,1,2,0,0,0,0
36,No,Travel_Rarely,Sales,19,2,Medical,1,1278,1,Male,41,3,2,Sales Representative,4,Single,2026,23253,6,Y,No,15,3,2,80,0,7,2,2,3,2,0,1
52,No,Non-Travel,Human Resources,19,4,Marketing,1,1279,1,Male,60,1,2,Human Resources,3,Single,6772,19798,1,Y,No,17,3,2,80,2,14,0,1,10,2,2,0
60,No,Travel_Rarely,Sales,12,3,Marketing,1,1280,3,Female,52,2,2,Sales Representative,3,Married,1443,8426,2,Y,Yes,22,3,2,80,0,10,2,3,6,5,2,5
34,No,Travel_Rarely,Research & Development,23,4,Technical Degree,1,1281,4,Female,62,3,2,Research Scientist,3,Married,9491,5358,3,Y,No,21,3,1,80,1,1,1,3,0,0,0,0
